"","name","category","review.point","price","currency","description"
"343","Hart Brothers (distilled at Laphroaig), 1990 vintage, 18 year old, 46%","Single Malt Scotch","91","135.00","$","Bottled at 46% and not chill-filtered. Smart move! It really helps this whisky. This is a soft — almost elegant — Laphroaig (if that’s not an oxymoron). Very clean, with honeyed malt, ripe barley, brine, seaweed, and peat smoke, with just a teasing of the medicinal, band-aid notes that Laphroaig is known for. The owner-bottled 18 year old, which I rated a 90, is darker and drier, with more oak on the finish. I like this Hart Brothers expression just a little better."
"344","Longmorn 23 year old, 48%","Single Malt Scotch","91","1450","$","The oldest house bottling of Longmorn to date is non-chill filtered and lavishly presented in a purple casket, which probably accounts for a chunk of the purchase price. The nose is classic Longmorn: soft and sweet, majoring in honey, hazelnuts, caramel, and milk chocolate, while the creamy palate features orchard fruits, ginger, and allspice. The finish is lengthy and softly spiced, with honey, orange, and sweet oak."
"345","Macallan Sherry Oak 18 year old, 43%","Single Malt Scotch","91","118.00","$","Macallan’s 18 year old expression is, for me, the highlight of its regular sherried range. Deep amber in color. The nose is rich and heavily fruited: fruit cake, mulberry, a little moist gingerbread, the bloody depths of molasses. On the palate, dried fruits — more figgy than raisined — while the natural oiliness in the spirit balances the boisterous tannins from the European oak. A singed note on the finish (an extension of the molasses?) completes the picture. Balanced and complex."
"346","Macallan Masters of Photography 3rd release 1989 cask #12251, 56.6%","Single Malt Scotch","91","2750.00","$","Dark mahogany with ruby glints and a green rim. Lots of highly-polished oak as we move out of the woods and into a silent country estate. Wax polish and masses of whisky rancio. Sherry-soaked oak, dry leaves, currants, and ripe blackberry. Highly concentrated, but the fruits push their way through only lightly-resisting tannins. There’s a hint of smoke and Seville orange bitterness on the finish. My pick of the quartet. Excellent. 285 bottles. "
"347","Mortlach 16 year old, 43%","Single Malt Scotch","91","65.00","$","With worm tubs and a fiendishly complex partial-triple distillation, Mortlach has adhered to an old style of making whisky — and older, richer, darker flavors. Big and bold, it is at its best in ex-sherry casks. The nose is meaty (think gravy/beef stock) with fig, raisin, and molasses. In the mouth it’s concentrated, with good grip and a savory sweetness. A cult malt. £41 (Not available in the U.S.)"
"348","Gordon & MacPhail (distilled at Old Pulteney), 35 year old, 1969 vintage, 43%","Single Malt Scotch","91","200.00","$","Surprisingly fresh - sanguine even - for its age, and appetizingly aromatic. Fairly light and approachable in body, but always inspiring and pithy. Notes of fresh, seabreeze brine, teasing exotic spices, and tangerine are softened by gently creamy malt notes and hints of coconut and almond. Very delicious and enjoyable anytime."
"349","Old Pulteney 40 Year Old, 51.3%","Single Malt Scotch","91","2313.00","$","The oldest bottling of Old Pulteney to date has been matured in American bourbon and Spanish sherry casks, and was personally bottled by distillery manager Malcolm Waring. The nose of this highly accomplished veteran is fragrant and waxy, with cooking apples, milk chocolate orange, Christmas spices, vanilla, and fudge. Initially, the substantial palate offers spicy fresh fruits, seasoned timber, then a hint of brine, with sultanas and plain chocolate. The finish is figgy, gingery, and sherried.  £1,490"
"350","The McGibbons Provenance (distilled at Port Ellen), 19 year old, 1982, 62.5%","Single Malt Scotch","91","110.00","$","Amber color. Full aroma of peat smoke, with interwoven notes of seaweed, burning leaves, leather, and fudge. Medium in body, with a slight oily texture. Powerful and evolving in flavor, with great depth. It begins somewhat sweet up front with notes of vanilla and toffee, followed by a peat smoke explosion. Lingering notes of seaweed, oak, salt and pepper add complexity. Finally, the whisky becomes slightly sweet again, with lingering smoke. 
"
"351","Lombard Jewels of Scotland (distilled at Springbank) 21 year old 1991 Cask No. 172, 49.7%","Single Malt Scotch","91","375","$","Aged in a bourbon hogshead, allowing the distillery character to shine through. Fresh, lively and inviting (especially for its age), with a complex array of tropical and summer fruit, peppered with brine, vanilla, and a hint of baker’s chocolate. An oily texture adds weight. Dry, deliciously appetizing finish. An excellent aperitif whisky, but enjoyable anytime. (D & M Wines and Liquors exclusive.)"
"352","Springbank Local Barley 16 year old, 54.3%","Single Malt Scotch","91","135","$","The first of five annual releases of Local Barley from Springbank. This practice revives a concept discontinued in 2001. The barley in question was grown at Low Machrimore Farm in the south of the Kintyre peninsula and was distilled in September 1999. Barley, damp earth, sea salt, and citrus fruits on the lightly peated nose. The buttery palate yields spicy peat, orchard fruits, and more earthiness, closing with smoky lemon."
"353","Bowmore, 18 year old, 43%","Single Malt Scotch","91","85.00","$","This replaces the 17 year old in the standard Bowmore portfolio. (The 17 year old will now be Duty Free Only). The difference is significant. This one is more sherried than the 17 year old, and it wears the sherry well. I know that many of you, like myself, adore the 17 year old. Indeed, I feel that the 17 year old displays the true essence of Bowmore. But this 18 year old integrates the sherry notes with the Bowmore signature to create a richly flavored Islay whisky experience. Thick toffee, ripe fruit, and tar-tinged smoke are accentuated by dark chocolate, cocoa powder, burnt raisin, dates, and sea salt. Long, entertaining finish. 
"
"354","Mackillop's Choice (distilled at Tomintoul), 37 year old, 1966 vintage, 43%","Single Malt Scotch","91","150.00","$","Fresh and lively for its age, with appetizing saltiness, citrus fruit (lemon, line and orange marmalade), and subtly complex dried spices. A fat, malty foundation complements these seasonings beautifully mid-palate, with the salt and dried spices emerging again on the finish. Very sophisticated. 
"
"355","Tomintoul Five Decades, 50%","Single Malt Scotch","91","359","$","The soft fruit theme continues in this vatting of whiskies from, you guessed it, five decades of the distillery’s life. This has a heavy, heady, honey element alongside apple blossom and then peach and apricot pulp. There’s real complexity. The palate is lighter, although still layered with some heat. With water there’s more apricot skin and some banana. Don’t overwater, as it becomes a touch too tannic. You want that unctuous elegance. Highly recommended. £250"
"356","Tomatin, 40 year old, 1967 vintage, 42.9%","Single Malt Scotch","91","1000.00","$","Significantly darker than the rest, well-balanced, and palate-coating. Softer, not as intense or as dry as the 30 year old. Creamier too, with subtle, yet exotic notes of tropical fruit and exotic spices. There is a point at which ultra-aged spirits -- whether they are whisky, rum, tequila, or brandy -- find a common ground. What they lose in identity, they gain in intrigue and layers of subtle complexity (if properly matured). This whisky fits into that category. Contemplative and ethereal in nature."
"357","Tullibardine 1952, 40.2%","Single Malt Scotch","91","23427","$","This bottling is from the oldest cask owned by Tullibardine distillery, a sherry quarter cask (#341). An initial whiff of Cointreau on the nose, then vanilla develops, with marzipan, white pepper, linseed, and old hessian. Finally, musty sherry. A silky mouthfeel, with drier sherry, black currants, dark spices, and plain chocolate. Extraordinarily lingering, with orange wine gums and spicy licorice. Despite 50 years of maturation in a relatively small sherry cask, a whisky of great depth and quality has emerged. £16,000"
"358","Oban, 18 year old, 43%","Single Malt Scotch","91","150.00","$","Drier, less toffee and fruit, more dried spice and oak when compared to the standard Oban 14 year old.  A beautiful combination of rich, nutty toffee balanced by polished oak, salt, pepper, seaweed, distant smoke, and dried fruit.  Somewhat oily in texture.  Wonderful depth, too!  An improvement on what is already the biggest-selling Diageo single malt scotch in the U.S.  Very exciting and dynamic.  (7,700 bottles available only in the U.S. and at the Oban distillery).
"
"359","Oban, 2000 vintage, 58.7%","Single Malt Scotch","91","488.00","$","Matured in a sherry cask. Lush, with glazed citrus, caramelized peach, chewy toffee, roasted nuts, and subtle pine needles. The sherry is a driving force throughout this whisky, but it’s obviously from a very clean, polished European oak cask. Very delicious, with a long, satiating finish. Quite impressive for such a young whisky. My favorite of the bunch. (534 bottles) £300"
"360","The Last Drop 1965 Blend 48 year old, 48.6%","Blended Scotch Whisky","91","4000","$","Originally blended, then recasked into fresh bourbon wood three decades ago, the nose of ripened peaches, cooked pear, pecan nuts, menthol, clove, and vanilla make for a compelling combination. A surprising lift of red summer fruits as this bright whisky sashays around the mouth, the complexity measured out in installments; plum sauce, toasted oak, coffee bean, gingersnaps, clove, licorice, and hints of savory juices. It dances on and on with the whirling wood spices in no hurry whatsoever. (592 bottles)"
